Column1,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
FDR12,12.6,Regular,0.03,Baking Goods,172.58,OUT017,2007,Medium,Tier 2,Supermarket Type1,1030.66,18
FDD39,16.7,Low Fat,0.07,Dairy,216.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.16,16
FDG04,13.1,Low Fat,0.01,Frozen Foods,185.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.9,16
FDV19,14.85,Regular,0.04,Fruits and Vegetables,162.26,OUT017,2007,Medium,Tier 2,Supermarket Type1,3690.53,18
FDS55,12.857645184135976,Low Fat,0.14,Fruits and Vegetables,150.37,OUT019,1985,Small,Tier 1,Grocery Store,296.95,40
FDM50,13.0,Regular,0.03,Canned,58.02,OUT013,1987,High,Tier 3,Supermarket Type1,898.83,38
DRF13,12.1,Low Fat,0.03,Soft Drinks,146.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.59,28
FDJ48,11.3,Low Fat,0.06,Baking Goods,245.41,OUT013,1987,High,Tier 3,Supermarket Type1,6669.32,38
FDM20,10.0,Low Fat,0.04,Fruits and Vegetables,245.41,OUT013,1987,High,Tier 3,Supermarket Type1,7105.42,38
FDP24,20.6,Low Fat,0.08,Baking Goods,121.08,OUT045,2002,Medium,Tier 2,Supermarket Type1,1696.46,23
FDC16,11.5,Regular,0.02,Dairy,86.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.86,21
NCB42,11.8,Low Fat,0.01,Health and Hygiene,114.85,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.19,18
FDN01,8.895,Low Fat,0.12,Breakfast,177.04,OUT010,1998,Medium,Tier 3,Grocery Store,176.44,27
FDT34,9.3,Low Fat,0.17,Snack Foods,104.1,OUT045,2002,Medium,Tier 2,Supermarket Type1,1788.34,23
FDA52,12.857645184135976,Regular,0.13,Frozen Foods,177.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,4587.36,40
NCC18,19.1,Low Fat,0.3,Household,171.84,OUT010,1998,Medium,Tier 3,Grocery Store,1034.65,27
NCR41,17.85,Low Fat,0.02,Health and Hygiene,94.91,OUT017,2007,Medium,Tier 2,Supermarket Type1,761.68,18
FDX23,6.445,Low Fat,0.03,Baking Goods,94.14,OUT017,2007,Medium,Tier 2,Supermarket Type1,1418.15,18
FDP39,12.65,Low Fat,0.12,Meat,53.53,OUT010,1998,Medium,Tier 3,Grocery Store,415.46,27
NCH07,13.15,Low Fat,0.09,Household,157.86,OUT035,2004,Small,Tier 2,Supermarket Type1,3803.05,21
FDW47,12.857645184135976,Low Fat,0.08,Breads,121.74,OUT019,1985,Small,Tier 1,Grocery Store,365.52,40
DRD13,15.0,Low Fat,0.05,Soft Drinks,61.92,OUT035,2004,Small,Tier 2,Supermarket Type1,767.0,21
FDR48,11.65,Low Fat,0.13,Baking Goods,151.9,OUT013,1987,High,Tier 3,Supermarket Type1,1669.83,38
FDE17,20.1,Regular,0.0,Frozen Foods,152.24,OUT010,1998,Medium,Tier 3,Grocery Store,151.14,27
FDP60,17.35,Low Fat,0.0,Baking Goods,102.9,OUT046,1997,Small,Tier 1,Supermarket Type1,1922.83,28
FDD57,18.1,Low Fat,0.02,Fruits and Vegetables,95.01,OUT017,2007,Medium,Tier 2,Supermarket Type1,1713.77,18
FDW13,8.5,Low Fat,0.16,Canned,51.33,OUT010,1998,Medium,Tier 3,Grocery Store,311.59,27
FDN24,14.1,Low Fat,0.11,Baking Goods,56.2,OUT045,2002,Medium,Tier 2,Supermarket Type1,1364.89,23
FDJ34,11.8,Regular,0.09,Snack Foods,126.27,OUT017,2007,Medium,Tier 2,Supermarket Type1,2002.73,18
FDD46,6.035,Low Fat,0.14,Snack Foods,155.1,OUT013,1987,High,Tier 3,Supermarket Type1,3691.2,38
FDF46,12.857645184135976,Low Fat,0.16,Snack Foods,113.28,OUT019,1985,Small,Tier 1,Grocery Store,575.92,40
NCE43,12.5,Low Fat,0.17,Household,168.44,OUT010,1998,Medium,Tier 3,Grocery Store,170.44,27
FDN27,20.85,Low Fat,0.04,Meat,116.88,OUT035,2004,Small,Tier 2,Supermarket Type1,820.27,21
FDW52,14.0,Regular,0.04,Frozen Foods,162.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,4275.77,26
DRH03,17.25,Low Fat,0.04,Dairy,92.41,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.97,28
NCM29,11.5,Low Fat,0.02,Health and Hygiene,129.26,OUT045,2002,Medium,Tier 2,Supermarket Type1,1705.11,23
FDR58,6.675,Low Fat,0.04,Snack Foods,93.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,1480.74,26
FDY50,5.8,Low Fat,0.13,Dairy,90.32,OUT046,1997,Small,Tier 1,Supermarket Type1,1338.26,28
FDE16,8.895,Low Fat,0.03,Frozen Foods,208.5,OUT017,2007,Medium,Tier 2,Supermarket Type1,6251.86,18
NCE31,7.67,Low Fat,0.19,Household,32.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.57,26
FDE53,10.895,Low Fat,0.03,Frozen Foods,106.13,OUT045,2002,Medium,Tier 2,Supermarket Type1,319.58,23
DRK11,8.21,Low Fat,0.0,Hard Drinks,148.24,OUT045,2002,Medium,Tier 2,Supermarket Type1,1491.39,23
DRH13,8.575,Low Fat,0.02,Soft Drinks,107.13,OUT013,1987,High,Tier 3,Supermarket Type1,958.75,38
FDA11,7.75,Low Fat,0.04,Baking Goods,93.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,1418.15,16
DRL35,12.857645184135976,Low Fat,0.03,Hard Drinks,41.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.2,40
DRF36,12.857645184135976,Low Fat,0.02,Soft Drinks,190.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,9554.23,40
FDI07,12.35,Regular,0.03,Meat,197.24,OUT017,2007,Medium,Tier 2,Supermarket Type1,2966.14,18
FDI32,17.7,Low Fat,0.17,Fruits and Vegetables,117.18,OUT013,1987,High,Tier 3,Supermarket Type1,691.1,38
DRL60,8.52,Low Fat,0.03,Soft Drinks,151.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829.62,16
NCY17,18.2,Low Fat,0.16,Health and Hygiene,43.31,OUT035,2004,Small,Tier 2,Supermarket Type1,758.35,21
DRH36,12.857645184135976,Low Fat,0.06,Soft Drinks,73.07,OUT019,1985,Small,Tier 1,Grocery Store,223.71,40
FDX02,16.0,Low Fat,0.06,Dairy,225.94,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.24,21
FDG46,8.63,Regular,0.03,Snack Foods,115.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1366.22,26
FDM60,10.8,Regular,0.0,Baking Goods,40.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,406.14,18
FDJ22,18.75,Low Fat,0.05,Snack Foods,192.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.25,16
FDU59,5.78,Low Fat,0.1,Breads,161.96,OUT013,1987,High,Tier 3,Supermarket Type1,2111.92,38
FDL38,13.8,Regular,0.01,Canned,90.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,1338.26,23
FDZ23,17.75,Regular,0.07,Baking Goods,184.72,OUT013,1987,High,Tier 3,Supermarket Type1,1677.82,38
FDX52,11.5,Regular,0.04,Frozen Foods,194.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.98,16
NCB42,11.8,Low Fat,0.01,Health and Hygiene,117.65,OUT045,2002,Medium,Tier 2,Supermarket Type1,1158.49,23
NCU18,15.1,Low Fat,0.06,Household,140.55,OUT017,2007,Medium,Tier 2,Supermarket Type1,2681.84,18
FDI32,12.857645184135976,Low Fat,0.31,Fruits and Vegetables,116.68,OUT019,1985,Small,Tier 1,Grocery Store,460.73,40
DRZ11,8.85,Regular,0.11,Soft Drinks,122.04,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9,38
NCL54,12.6,Low Fat,0.08,Household,174.51,OUT017,2007,Medium,Tier 2,Supermarket Type1,2626.58,18
FDS19,13.8,Regular,0.06,Fruits and Vegetables,75.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1138.52,21
DRB13,6.115,Regular,0.01,Soft Drinks,188.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.31,26
DRI51,17.25,Low Fat,0.07,Dairy,170.38,OUT010,1998,Medium,Tier 3,Grocery Store,343.55,27
FDS57,12.857645184135976,Low Fat,0.1,Snack Foods,142.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,2719.79,40
FDT39,6.26,Regular,0.01,Meat,150.74,OUT045,2002,Medium,Tier 2,Supermarket Type1,2418.19,23
FDH48,13.5,Low Fat,0.1,Baking Goods,86.25,OUT010,1998,Medium,Tier 3,Grocery Store,173.11,27
NCB18,19.6,Low Fat,0.07,Household,90.15,OUT010,1998,Medium,Tier 3,Grocery Store,442.76,27
FDR25,12.857645184135976,Regular,0.14,Canned,263.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,1324.94,40
FDV21,11.5,Low Fat,0.17,Snack Foods,126.37,OUT035,2004,Small,Tier 2,Supermarket Type1,3880.28,21
DRH23,14.65,Low Fat,0.0,Hard Drinks,54.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.61,26
FDS52,8.89,Low Fat,0.01,Frozen Foods,102.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.02,16
NCC31,8.02,Low Fat,0.03,Household,154.3,OUT010,1998,Medium,Tier 3,Grocery Store,1090.58,27
FDU03,18.7,Regular,0.09,Meat,183.33,OUT017,2007,Medium,Tier 2,Supermarket Type1,2006.72,18
FDG50,7.405,Low Fat,0.02,Canned,89.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,547.29,26
FDY31,5.98,Low Fat,0.04,Fruits and Vegetables,148.44,OUT013,1987,High,Tier 3,Supermarket Type1,2354.27,38
FDX39,12.857645184135976,Regular,0.05,Meat,209.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,5487.52,40
FDE46,12.857645184135976,Low Fat,0.03,Snack Foods,149.54,OUT019,1985,Small,Tier 1,Grocery Store,604.55,40
NCN29,15.2,Low Fat,0.01,Health and Hygiene,48.7,OUT045,2002,Medium,Tier 2,Supermarket Type1,680.45,23
DRF13,12.1,Low Fat,0.03,Soft Drinks,146.34,OUT017,2007,Medium,Tier 2,Supermarket Type1,3773.75,18
FDT46,12.857645184135976,Low Fat,0.05,Snack Foods,52.1,OUT019,1985,Small,Tier 1,Grocery Store,50.6,40
FDS58,9.285,Regular,0.0,Snack Foods,161.56,OUT046,1997,Small,Tier 1,Supermarket Type1,4653.28,28
FDX52,12.857645184135976,Regular,0.07,Frozen Foods,192.28,OUT019,1985,Small,Tier 1,Grocery Store,386.16,40
FDP27,8.155,Low Fat,0.2,Meat,188.45,OUT010,1998,Medium,Tier 3,Grocery Store,379.51,27
FDX44,9.3,Low Fat,0.04,Fruits and Vegetables,89.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,1159.82,26
DRO35,13.85,Low Fat,0.03,Hard Drinks,117.45,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.78,28
FDC59,16.7,Regular,0.05,Starchy Foods,65.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,1086.59,23
FDB12,11.15,Regular,0.11,Baking Goods,105.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.43,26
FDU26,16.7,Regular,0.04,Dairy,117.28,OUT035,2004,Small,Tier 2,Supermarket Type1,715.07,21
NCF30,17.0,Low Fat,0.13,Household,124.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1132.53,16
FDX20,7.365,Low Fat,0.04,Fruits and Vegetables,228.37,OUT013,1987,High,Tier 3,Supermarket Type1,4527.44,38
FDN02,16.5,Low Fat,0.07,Canned,207.26,OUT035,2004,Small,Tier 2,Supermarket Type1,5383.66,21
DRC27,13.8,Low Fat,0.1,Dairy,245.78,OUT010,1998,Medium,Tier 3,Grocery Store,245.68,27
FDZ38,12.857645184135976,Low Fat,0.01,Dairy,171.34,OUT019,1985,Small,Tier 1,Grocery Store,862.21,40
DRH25,18.7,Low Fat,0.02,Soft Drinks,52.93,OUT010,1998,Medium,Tier 3,Grocery Store,51.93,27
FDK21,7.905,Low Fat,0.01,Snack Foods,250.44,OUT046,1997,Small,Tier 1,Supermarket Type1,3004.09,28
FDT01,13.65,Regular,0.18,Canned,211.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,4035.41,26
FDZ09,17.6,Low Fat,0.11,Snack Foods,163.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,3111.95,26
DRL37,15.5,Low Fat,0.05,Soft Drinks,44.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,173.11,16
FDN49,17.25,Regular,0.13,Breakfast,41.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,16
FDC22,6.89,Regular,0.14,Snack Foods,194.88,OUT045,2002,Medium,Tier 2,Supermarket Type1,4440.89,23
FDT33,7.81,Regular,0.03,Snack Foods,165.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1838.27,16
NCB43,20.2,Low Fat,0.1,Household,188.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,3367.62,16
DRI25,12.857645184135976,Low Fat,0.03,Soft Drinks,56.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.88,40
FDD21,10.3,Regular,0.03,Fruits and Vegetables,113.12,OUT046,1997,Small,Tier 1,Supermarket Type1,4695.22,28
FDS23,4.635,Low Fat,0.14,Breads,126.5,OUT035,2004,Small,Tier 2,Supermarket Type1,1670.49,21
FDS13,6.465,Low Fat,0.21,Canned,265.29,OUT010,1998,Medium,Tier 3,Grocery Store,264.99,27
DRI03,12.857645184135976,Low Fat,0.04,Dairy,176.9,OUT019,1985,Small,Tier 1,Grocery Store,708.41,40
FDU58,6.61,Regular,0.0,Snack Foods,186.49,OUT045,2002,Medium,Tier 2,Supermarket Type1,2993.44,23
FDL09,12.857645184135976,Regular,0.13,Snack Foods,167.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.69,40
FDS12,9.1,Low Fat,0.29,Baking Goods,126.84,OUT010,1998,Medium,Tier 3,Grocery Store,125.84,27
FDP03,5.15,Regular,0.06,Meat,122.54,OUT013,1987,High,Tier 3,Supermarket Type1,371.52,38
FDI21,12.857645184135976,Regular,0.06,Snack Foods,63.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,40
FDW45,18.0,Low Fat,0.04,Snack Foods,147.74,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.97,28
NCA18,10.1,Low Fat,0.09,Household,115.95,OUT010,1998,Medium,Tier 3,Grocery Store,231.7,27
FDN32,12.857645184135976,Low Fat,0.02,Fruits and Vegetables,185.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,4979.52,40
FDR15,12.857645184135976,Regular,0.03,Meat,153.83,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.15,40
DRK11,8.21,Low Fat,0.01,Hard Drinks,149.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.81,26
DRG49,7.81,Low Fat,0.07,Soft Drinks,242.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.14,16
FDD29,12.15,Low Fat,0.02,Frozen Foods,252.17,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.03,28
FDE33,19.35,Regular,0.08,Fruits and Vegetables,80.36,OUT010,1998,Medium,Tier 3,Grocery Store,157.13,27
FDJ58,15.6,Regular,0.18,Snack Foods,173.68,OUT010,1998,Medium,Tier 3,Grocery Store,515.33,27
FDM46,7.365,Low Fat,0.16,Snack Foods,93.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.82,26
FDD23,9.5,Regular,0.05,Starchy Foods,187.79,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.99,21
DRM35,12.857645184135976,Low Fat,0.07,Hard Drinks,179.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,5888.34,40
DRC25,5.73,Low Fat,0.05,Soft Drinks,85.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.32,16
FDL36,15.1,Low Fat,0.08,Baking Goods,89.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.07,26
FDD41,6.765,Regular,0.09,Frozen Foods,105.53,OUT013,1987,High,Tier 3,Supermarket Type1,1567.96,38
FDV19,14.85,Regular,0.04,Fruits and Vegetables,160.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.73,26
FDR44,6.11,Regular,0.1,Fruits and Vegetables,131.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.45,26
FDX50,20.1,Low Fat,0.08,Dairy,110.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,1105.23,18
DRC25,5.73,Low Fat,0.05,Soft Drinks,85.29,OUT045,2002,Medium,Tier 2,Supermarket Type1,2061.32,23
FDA15,12.857645184135976,Low Fat,0.02,Dairy,249.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.24,40
FDX22,6.785,Regular,0.02,Snack Foods,208.79,OUT046,1997,Small,Tier 1,Supermarket Type1,5891.0,28
FDJ50,8.645,Low Fat,0.02,Canned,52.0,OUT045,2002,Medium,Tier 2,Supermarket Type1,999.37,23
FDT13,12.857645184135976,Low Fat,0.03,Canned,188.82,OUT019,1985,Small,Tier 1,Grocery Store,753.69,40
FDN12,15.6,Low Fat,0.08,Baking Goods,112.35,OUT013,1987,High,Tier 3,Supermarket Type1,2572.65,38
FDD58,7.76,Low Fat,0.06,Snack Foods,98.77,OUT045,2002,Medium,Tier 2,Supermarket Type1,1298.31,23
FDM04,9.195,Regular,0.05,Frozen Foods,51.17,OUT013,1987,High,Tier 3,Supermarket Type1,1179.13,38
FDA23,9.8,Low Fat,0.05,Baking Goods,102.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.83,26
FDW28,18.25,Low Fat,0.15,Frozen Foods,197.25,OUT010,1998,Medium,Tier 3,Grocery Store,195.75,27
FDA45,21.25,Low Fat,0.16,Snack Foods,177.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.99,16
NCO26,7.235,Low Fat,0.08,Household,117.35,OUT045,2002,Medium,Tier 2,Supermarket Type1,1506.04,23
FDV26,20.25,Regular,0.08,Dairy,197.08,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.91,21
FDC50,12.857645184135976,Low Fat,0.14,Canned,93.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.12,40
NCV05,12.857645184135976,Low Fat,0.03,Health and Hygiene,154.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,2471.45,40
FDW48,18.0,Low Fat,0.01,Baking Goods,80.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.49,16
FDS55,7.02,Low Fat,0.08,Fruits and Vegetables,148.47,OUT013,1987,High,Tier 3,Supermarket Type1,3563.36,38
FDX32,15.1,Regular,0.1,Fruits and Vegetables,144.08,OUT045,2002,Medium,Tier 2,Supermarket Type1,2600.61,23
FDC53,8.68,Low Fat,0.01,Frozen Foods,100.04,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.38,21
FDG35,21.2,Regular,0.01,Starchy Foods,175.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.51,16
NCC30,16.6,Low Fat,0.05,Household,176.63,OUT010,1998,Medium,Tier 3,Grocery Store,356.87,27
NCZ17,12.15,Low Fat,0.08,Health and Hygiene,37.35,OUT045,2002,Medium,Tier 2,Supermarket Type1,645.16,23
FDZ56,16.25,Low Fat,0.03,Fruits and Vegetables,169.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.61,26
NCS05,11.5,Low Fat,0.02,Health and Hygiene,133.29,OUT013,1987,High,Tier 3,Supermarket Type1,2649.88,38
DRC25,12.857645184135976,Low Fat,0.0,Soft Drinks,87.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.21,40
FDW59,13.15,Low Fat,0.02,Breads,83.56,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.35,28
FDB36,5.465,Regular,0.05,Baking Goods,132.16,OUT017,2007,Medium,Tier 2,Supermarket Type1,1573.95,18
FDT37,14.15,Low Fat,0.0,Canned,253.7,OUT045,2002,Medium,Tier 2,Supermarket Type1,5865.03,23
FDG47,12.8,Low Fat,0.07,Starchy Foods,261.93,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.18,21
FDM45,8.655,Regular,0.09,Snack Foods,119.38,OUT045,2002,Medium,Tier 2,Supermarket Type1,1454.11,23
FDQ40,12.857645184135976,Regular,0.04,Frozen Foods,176.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.2,40
FDF34,9.3,Regular,0.01,Snack Foods,199.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.82,26
FDP24,20.6,Low Fat,0.08,Baking Goods,120.88,OUT017,2007,Medium,Tier 2,Supermarket Type1,1211.76,18
FDT55,12.857645184135976,Regular,0.08,Fruits and Vegetables,155.89,OUT019,1985,Small,Tier 1,Grocery Store,473.38,40
FDH60,19.7,Regular,0.08,Baking Goods,197.01,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.99,28
FDF57,14.5,Regular,0.0,Fruits and Vegetables,169.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.34,21
NCX29,10.0,Low Fat,0.09,Health and Hygiene,147.71,OUT046,1997,Small,Tier 1,Supermarket Type1,437.43,28
FDD34,7.945,Low Fat,0.02,Snack Foods,161.82,OUT013,1987,High,Tier 3,Supermarket Type1,2446.82,38
FDQ15,20.35,Regular,0.15,Meat,81.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,26
FDL12,15.85,Regular,0.12,Baking Goods,60.22,OUT035,2004,Small,Tier 2,Supermarket Type1,539.3,21
FDS22,16.85,Regular,0.02,Snack Foods,44.84,OUT013,1987,High,Tier 3,Supermarket Type1,703.08,38
NCM29,11.5,Low Fat,0.02,Health and Hygiene,132.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.79,16
FDO24,11.1,Low Fat,0.0,Baking Goods,156.46,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.91,26
NCJ43,6.635,Low Fat,0.03,Household,174.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.4,28
FDA37,7.81,Regular,0.06,Canned,123.1,OUT046,1997,Small,Tier 1,Supermarket Type1,871.53,28
NCM07,9.395,Low Fat,0.04,Others,85.19,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.25,16
FDT49,7.0,Low Fat,0.15,Canned,108.23,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.81,21
FDP23,6.71,Low Fat,0.04,Breads,217.52,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.05,21
DRF51,15.75,Low Fat,0.17,Dairy,38.05,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.65,16
NCZ41,19.85,Low Fat,0.06,Health and Hygiene,123.77,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.41,18
DRJ11,9.5,Low Fat,0.09,Hard Drinks,189.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.79,26
FDP37,15.6,Low Fat,0.14,Breakfast,127.6,OUT017,2007,Medium,Tier 2,Supermarket Type1,2441.49,18
FDT60,12.857645184135976,Low Fat,0.13,Baking Goods,123.84,OUT019,1985,Small,Tier 1,Grocery Store,123.84,40
FDA09,13.35,Regular,0.15,Snack Foods,178.67,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66,21
FDJ46,11.1,Low Fat,0.04,Snack Foods,174.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.16,28
FDO48,15.0,Regular,0.03,Baking Goods,219.75,OUT013,1987,High,Tier 3,Supermarket Type1,3094.64,38
FDS59,14.8,Regular,0.04,Breads,109.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.14,16
FDH44,19.1,Regular,0.03,Fruits and Vegetables,145.74,OUT046,1997,Small,Tier 1,Supermarket Type1,882.85,28
NCM05,6.825,Low Fat,0.06,Health and Hygiene,264.32,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.16,21
NCU06,12.857645184135976,Low Fat,0.13,Household,228.0,OUT019,1985,Small,Tier 1,Grocery Store,1148.51,40
FDV13,17.35,Regular,0.03,Canned,88.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.28,26
FDA23,9.8,Low Fat,0.05,Baking Goods,102.4,OUT013,1987,High,Tier 3,Supermarket Type1,1720.43,38
FDJ60,19.35,Regular,0.06,Baking Goods,164.12,OUT017,2007,Medium,Tier 2,Supermarket Type1,2807.01,18
FDN13,18.6,Low Fat,0.15,Breakfast,98.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.04,26
DRF49,7.27,Low Fat,0.07,Soft Drinks,114.45,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.22,21
FDK20,12.6,Regular,0.04,Fruits and Vegetables,122.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.09,16
FDB27,12.857645184135976,Low Fat,0.06,Dairy,196.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.3,40
NCS18,12.65,Low Fat,0.04,Household,108.69,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.52,28
FDZ49,12.857645184135976,Regular,0.13,Canned,220.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,5289.12,40
FDN32,17.5,Low Fat,0.02,Fruits and Vegetables,184.73,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.12,21
FDO37,8.06,Low Fat,0.02,Breakfast,229.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.98,26
NCD31,12.1,Low Fat,0.02,Household,165.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5,16
NCV30,12.857645184135976,Low Fat,0.07,Household,62.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,2150.53,40
FDY49,17.2,Regular,0.01,Canned,166.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.83,26
FDM10,12.857645184135976,Low Fat,0.08,Snack Foods,215.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.83,40
FDT11,5.94,Regular,0.03,Breads,186.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.87,28
FDD39,16.7,Low Fat,0.07,Dairy,217.88,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93,38
NCL31,7.39,Low Fat,0.12,Others,141.55,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.35,21
FDZ47,20.7,Regular,0.08,Baking Goods,100.1,OUT035,2004,Small,Tier 2,Supermarket Type1,892.84,21
NCU18,12.857645184135976,Low Fat,0.1,Household,142.45,OUT019,1985,Small,Tier 1,Grocery Store,564.6,40
FDJ58,12.857645184135976,Regular,0.1,Snack Foods,172.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1545.99,40
FDX12,18.2,Regular,0.04,Baking Goods,241.42,OUT010,1998,Medium,Tier 3,Grocery Store,482.04,27
FDV60,20.2,Regular,0.12,Baking Goods,195.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.93,16
NCB19,12.857645184135976,Low Fat,0.09,Household,84.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,2061.32,40
FDH45,12.857645184135976,Regular,0.19,Fruits and Vegetables,42.38,OUT019,1985,Small,Tier 1,Grocery Store,123.84,40
FDB03,17.75,Regular,0.16,Dairy,240.75,OUT013,1987,High,Tier 3,Supermarket Type1,4566.72,38
FDI27,8.71,Regular,0.0,Dairy,43.57,OUT017,2007,Medium,Tier 2,Supermarket Type1,498.02,18
